sentence,category
First I going to pick my back up and I wo n't be long .,COP
Watch this is very fast .,COP
When somebody has been naughty I press the button .,COP
I think a spoonful of Calpol will be good do n't you ?,COP
It is it is raining .,COP
And where are you going to be ?,COP
If somebody sat on that they 'd think the cushion was secure and they 'd slip off and they might slip off with it .,COP
It was she was poorly she had blue frilly ones .,COP
And look Jeannine will love these because these are for Sarah .,COP
Yeah it is like yesterday I suppose is n't it ?,COP
Look it 's one of these I do n't know what it is .,COP
It 's going to be difficult to work here .,COP
I know what you could be .,COP
Just pretend that was n't on the shelf .,COP
No but just pretend you are very sad .,COP
That 'd be awful really if you could n't hear would n't it ?,COP
Think they can be strong as a box .,COP
It 's going to be a very long train .,COP
It 's going to be a re .,COP
I think I 'm going to be um a short express train .,COP
And there was one like that one was like that .,COP
Stay where you are now Jeannine .,COP
But look how that big that is .,COP
Every time I was hungry I could break off the house .,COP
I could I could be a cat to catch them .,COP
Well I suppose if it 's carrying things it is a little bit like a taxi is n't it ?,COP
I think there should be another one .,COP
If there 's a turning on one there must be a turning off .,COP
It 's gon na be a crisp site in a minute .,COP
I think that 'll be nice do n't you ?,COP
This is the last packet if I have these .,COP
I thought it was your arm you were holding though .,COP
I thought it was your arm that tickled .,COP
I 'm gon na be in this skip thing .,COP
This is quite a noisy lunch actually when we 're eating crisps is n't it ?,COP
It was orange flashing lights .,COP
So I knew it was n't a policeman .,COP
And the reason it was n't recording in Mummy 's left ear was because the little mute button was on .,COP
I did n't know who his Mummy was .,COP
There wo n't be parties if you keep being rude .,COP
This is all the ones I like .,COP
We seem to be quite short of spoons .,COP
And you know what this one is ?,COP
If you wan na know which is Sleepy got to have this on .,COP
Oh if he forgot his pants he would be like this .,COP
T guess what I saw when I was at um my h when at school ?,COP
I do n't know which is new .,COP
I been to a fire station and look what they gave me .,COP
It was just when we got on the boat it was so rough and windy .,COP
And then Dad was cross the food was gone .,COP
Oh I do like to be beside the piers .,COP
Oh I do like to be beside the seaside .,COP
Oh I do like to be beside the sea .,COP
I think that was Fraser .,COP
I 'm going to the basement and I 'll be right back .,COP
More pudding is that what you want ?,COP
I thought she was upstairs .,COP
You must be very careful and not spill this .,COP
Let me rinse it out and it can be your can .,COP
Well when he eats then it 'll be full .,COP
Why do n't you tell Colin what is that picture ?,COP
Yes we heard you tell Becky to be quiet .,COP
Well we 'll be able to hear Sarah when she wakes up .,COP
Tell I was a boy .,COP
You said you were a boy .,COP
Papa use ta be a little boy .,COP
It says oh that 's the born to be wild thing .,COP
Wow this is like Santa Claus bringing like a bag of presents here oh my gosh .,COP
You were n't making a you were n't being a zebra again were you ?,COP
All right let 's see where are your your markers are over here .,COP
Well I know you doggie puppet certainly is n't at our table .,COP
That 's the microphone that 's the green light that says the microphone is on is n't it ?,COP
The red light that says the battery is low if the red light 's on .,COP
But the red light is n't on so that means the battery is doing really well .,COP
So one for you and there 's one that we can all share if you guys are still hungry .,COP
You are a bottomless pit you never seem to stop eating .,COP
Oh wow that looks like that would be good today .,COP
That is your brush but I thought I 'd just borrow it for the red for a minute since it was all cleaned off .,COP
This gon na be daddy .,COP
This is gon na be daddy .,COP
Now is that an eyebrow what is that you 're painting ?,COP
Well you you are big but you 're you 're big compared to the spider but compared to this flying you 're littler than the flying head are n't you ?,COP
And he he gets what is in this turtle ?,COP
And this is and this is what Heidi made ?,COP
You should tell Jessica again who Heidi is because Jessica did n't really hear .,COP
All right well we have Emma now which is good .,COP
It looks like a jump for a horse or is it part of a fence ?,COP
I think it is scary .,COP
You 're not gon na be cold with all without it on your body are ya ?,COP
You know sheep you do n't have a lot of wool left on you now are you sure you 're not gon na be cold ?,COP
You must have been tired from getting us all that wool huh ?,COP
You you go sometime you get to not be scared of tractor sometime .,COP
Well I hope sometime I wo n't be scared of tractors anymore .,COP
All wan na haf ta you haf ta go in here and you other guys do in here and here then not ah you have one here because this is a not prickly .,COP
I was n't ready all right I 'm gon na try go they 're going this way .,COP
We put the red ones in red and this is orange for orange .,COP
So have we told did you tell Jessica about when grandma was here and what you did ?,COP
I do n't know what it is either .,COP
Yeah we went to Germany when you were two remember ?,COP
We went to Germany when I was two .,COP
He was pretty big remember ?,COP
You Avril was in your tummy and then can I jump on your tummy ?,COP
I think this what is what is this one for ?,COP
No they were in the states when we met them .,COP
I do n't no daddy got them for me because they were too heavy .,COP
Now let 's see where is the um should we open this with some scissors ?,COP
I do n't know where frog is .,COP
I du n no what that is .,COP
Wow I did n't know can we find any that are alive in this museum .,COP
Maybe because all three of us are here we 're just we 're just scaring him .,COP
But does n't do n't does n't he is n't he in danger of being eaten ?,COP
I know that really is fun but but .,COP
How old am I I ca n't remember .,COP
Look who I am .,COP
Now I 'm gon na put it into the pool for me because that slide is littler for me and that is bigger for you .,COP
I 'm gon na be with Seamus .,COP
He 's gon na be four too .,COP
The friendly ones are the ones that have sparkly hair .,COP
Now how about this guy say and this is enough people .,COP
Well you know I well I bet he well maybe we should I thought he was sick this morning .,COP
Strawberries are good I like strawberries .,COP
Oh that 's a kitty oh I thought it was a bathtub for a minute huh .,COP
You may not be able to do that .,COP
This is where the bees come in .,COP
Yeah and the yellow things you have are the are the big ones .,COP
It 's gon na be a .,COP
It 's gon na be a square .,COP
It 's gon na be a a su a su a pretty big flower .,COP
The kids wan na the grandmas were ba babysitting and then in pictures and they tripped the grandmas and run run away from them .,COP
You really wan na be on the mat do n't ya ?,COP
Alright I 'll be back in a minute Emma I 'm gon na try and calm Avril down .,COP
Daddy is it time to stop yet ?,COP
She does n't know us very well it would be very helpful for her if she could learn about us a little bit .,COP
Remember it was in your back yard .,COP
I do n't even remember what kind it was .,COP
Yeah it 's gon na be in about a month .,COP
This is a can of paint what does that match with ?,COP
Hey I wan na pretend this is a leash .,COP
Yeah I wonder who that was ?,COP
We got that when we went camping last Summer before Avril was born I think .,COP
Well you might be right but I do n't you know it 's hard to believe .,COP
Hm you are right it does n't work at all does it ?,COP
You know what that is .,COP
