sentence,category
You can see pennys on your box can you ?,SPT
Somebody has a smoke come out back Sue back door .,SPT
I having a present on my own .,SPT
I want some pennys please .,SPT
Before we get too far why do n't you say thank you .,SPT
Tell me reason I saw it .,SPT
I need a draw .,SPT
I fetch them .,SPT
I need draw a big large snake .,SPT
You need ta draw a big large snake do you ?,SPT
It has got all sorts of leaflets and letters in it .,SPT
I wish they would n't do this .,SPT
They send all this junk mail because it all goes in the bin does n't it ?,SPT
Well yes steam like a train has steam .,SPT
Milo says sully bully .,SPT
But I ca n't see it now .,SPT
But we can see it at the back of Sue 's house ca n't we ?,SPT
Mummy has got Mummy 's mug has got a crack in it .,SPT
We 've got to take this sticky tape off have n't we ?,SPT
Perhaps Jeannine will show you what to do with it .,SPT
Whoever packed the parcel has put it on .,SPT
That teddy bear has got a bandage on his head .,SPT
He has got a lovely quilt cover on him .,SPT
Because Mummy has got some things written down and if you scribble on them I 'll think that I 've used them .,SPT
I need some pennys .,SPT
It has make my tummy better .,SPT
It has made your tummy better ?,SPT
Look I see pennys in there .,SPT
I see some .,SPT
I put it under here .,SPT
Es find some sweets in there .,SPT
Your your want it this .,SPT
I 've got a penny in there .,SPT
I got no money in there .,SPT
Po has some red .,SPT
Your got it in in bed .,SPT
Dipsy has some green .,SPT
I know you do it now .,SPT
The kid wanted some Marmite .,SPT
Purdie has got stuck bed .,SPT
I eat my I not need those Krispies .,SPT
I say dear oh Dora dat dear Dora .,SPT
All you saying is the church on fire .,SPT
All your say Isabelle .,SPT
I have these .,SPT
Where you lost hammer ?,SPT
I got a hole in in the hole and sand all over the floor .,SPT
All your say is way down hurt a bottom .,SPT
I ca n't do it like that .,SPT
Purdie has spilt her drink ?,SPT
I got a helmet .,SPT
The boy in the chemist spilt her drink .,SPT
Somebody take them away in shed .,SPT
You stroke this pussy cat .,SPT
Um the big other other one say smack a bottom .,SPT
Your not spill it .,SPT
I just saw those funny hair more like Son .,SPT
Your need these ?,SPT
It make you warm .,SPT
I need some one those now .,SPT
I put it in here .,SPT
And na Mummy has eaten it .,SPT
I not remember Jean .,SPT
And I are saying this .,SPT
He bang the walls .,SPT
When the dustbin men have gone have another sweetie .,SPT
That man put those on mine feet .,SPT
I got big hose .,SPT
I got a problem .,SPT
I got a big one like yours .,SPT
I got little one .,SPT
I love those blue ones .,SPT
I love blews .,SPT
I love train blew .,SPT
I just wanted to hear one .,SPT
I can taste water .,SPT
Your do it .,SPT
I need my keys thank you .,SPT
I see you Dimitra .,SPT
Your put it Mummy .,SPT
I need the pipe .,SPT
Red say apples .,SPT
That we say yoghurts .,SPT
This has two bears .,SPT
I put it um um there .,SPT
I have n't got any .,SPT
I just put it in there .,SPT
You like it ?,SPT
You ca n't do it .,SPT
Uh when you put it down I will open it because I 'm a driver .,SPT
You ask me .,SPT
I 've got my eyes closed .,SPT
We went to meet her at the station did n't she ?,SPT
You want this box do you ?,SPT
And do you remember the day we went to pick her up at the station and help her with her suitcases ?,SPT
I wo n't put it in the rubbish tip .,SPT
You 've got the airer that Mummy puts on the radiators to air the clothes have n't you ?,SPT
But we 're having a bit of a sort out in the loft and that 's why the boxes that we 've brought out of the loft .,SPT
You seem to be having a lot of fun with it do n't you ?,SPT
You wrapping it up like a Christmas present ?,SPT
You just shake your head .,SPT
And then what are we going to do with it ?,SPT
And just see nobody pinches it .,SPT
I do n't think anybody could pinch it could they ?,SPT
I just need ta put a books away .,SPT
Well now let me sit up if you 're going to put some books on my lap .,SPT
Excuse me I wan na see .,SPT
Now we need ta do a doors on the bus shall we ?,SPT
You need ta do the doors on the bus ?,SPT
Well shall we read the whole book ?,SPT
And I 'll take the book with us .,SPT
We will read it .,SPT
No we wo n't sing it .,SPT
We 've moved through here and not brought the microphone with us .,SPT
We 'll pop it up there .,SPT
Now we need ta do that .,SPT
We can sing it .,SPT
I just wan na read it .,SPT
That we had been reading a book .,SPT
So now shall we do a wipers ?,SPT
We had been reading a book .,SPT
And I said oh we do n't tend to get yellow taxis in this country it 's in America .,SPT
But how we do these ones ?,SPT
Well you pull that tag .,SPT
I will do it .,SPT
Looks like she has got a toy bus on a string .,SPT
One of those pull along toys .,SPT
Now the driver does n't look as if he 's interested in taking my money does he ?,SPT
Who do we know with guitars .,SPT
She 's rushing to catch the bus with her shopping .,SPT
And she has got bananas and it looks like a cauliflower or a lettuce .,SPT
What number buss do we catch ?,SPT
Better close the doors otherwise the people are going to get cold and they might fall off .,SPT
How do you do this ?,SPT
You pull this little sticker here and look .,SPT
Look what she has got .,SPT
And do you know what the driver 's saying as she gets on ?,SPT
Well I tell you what it 's a wet ra it 's a wet day because have you seen that poor person there waiting for a bus with her red umbrella ?,SPT
I would imagine that if it 's a hot day and it 's raining people inside the bus are getting a bit it 's hot in here .,SPT
And the rain is coming in and splashing them .,SPT
So they 're going to haf ta close them again .,SPT
We see that do n't we ?,SPT
You know why ?,SPT
The man at the back 's trying to read his paper and have a cup of tea .,SPT
I think he 's going to spill it do n't you ?,SPT
Let 's see what 's on next page .,SPT
As you 're moving the little tab there can you see all the baby 's mouths opening to go wah wah wah .,SPT
And the Mummys are rocking them are n't they ?,SPT
You wan na go there to get some sweeties ?,SPT
We open the doors now .,SPT
I think I would 've had ta get on the bus actually to have paid the driver do n't you ?,SPT
You can have one money two money three money four money .,SPT
It costs more does it when you 're actually on the bus .,SPT
And got some tip pit tickets I got lottery ones .,SPT
Or will it allow me to drive back home again ?,SPT
I will go to tic sweetie shop and I will let you go back .,SPT
Got a I 'm going to shut a door .,SPT
A door has trapped them .,SPT
I will open them now .,SPT
Just pretend you left them on a bus .,SPT
I just open a doors .,SPT
I wo n't trap them again .,SPT
And just pretend your left them on a bus .,SPT
You you sitting just there then oh I left it .,SPT
I just roll my sleeves up .,SPT
I not finished it yet .,SPT
I not finished my birthday .,SPT
Let me see what 's in it .,SPT
And and see I can see a fire engine .,SPT
There da look you left my present .,SPT
What what cry .,SPT
I just shut a doors .,SPT
I will give you some some my Smarties .,SPT
You can keep them .,SPT
Um I 'm just going to get you sweeties .,SPT
I 'm just going to left them just on there .,SPT
It call a rocket helmet .,SPT
I pull them off can we ?,SPT
I wan na get that one off .,SPT
I wanted that one .,SPT
I want it just there .,SPT
Oh well you just put that .,SPT
Start a music in a minute when I put a music lid on .,SPT
I just going to put these sweeties in my bus .,SPT
And know what I 'm making ?,SPT
After me you can have lots a turns .,SPT
You wan na put the sweeties in my bus I wo n't eat them .,SPT
Or you go under there when it 's going down you get a flat bottom as well .,SPT
You left them on a bus .,SPT
Yeah but I need this light off and then we could find everyone .,SPT
Mummy could you shut the light off ?,SPT
Getting on to just get your numbers then I open the door .,SPT
I 'm hiding your apple .,SPT
Those two have got helmets off .,SPT
When I fin when I finish my breakfast can I watch Brum telly again ?,SPT
Wah wah wah I want my Mum .,SPT
I wish was I wish I was watching telly .,SPT
I wish I was watching telly and nobody disturb me .,SPT
But a but a police does n't know do them ?,SPT
I 've got a headache .,SPT
I want peace and quiet .,SPT
You want peace and quiet ?,SPT
When you 've finished your drink .,SPT
I ca n't manage my drink .,SPT
You 've had some apple have n't you ?,SPT
I do n't wan na haf ta do anything today .,SPT
You do n't wan na do anything today ?,SPT
I 'd like a party bag though .,SPT
You 'd like a party bag .,SPT
Because I was going to say let 's have lunch quick quick .,SPT
But if you 're not feeling well enough to go Thomas .,SPT
You 've had an apple not long ago .,SPT
You had an apple did n't you ?,SPT
We 'll see what um .,SPT
I wonder whether your headache 's got something to do with the rain love .,SPT
Because when it 's a bit thundery I often get headaches .,SPT
I like that Calpol .,SPT
If that makes any difference .,SPT
I really want a party bag .,SPT
I think what we haf ta have then is you have this medicine .,SPT
We 'll have a bit of quiet .,SPT
I was going to say it would n't go that quickly because I have n't even got the lid on the bottle yet .,SPT
We 'll pop that away .,SPT
Apart from you want some crisps ?,SPT
It 's worked as quick as that has it ?,SPT
I do n't think you should have any cheese because if you 've got a headache sometimes .,SPT
I think we should avoid those .,SPT
But if you if you fancy a few crisps .,SPT
You ate your breakfast .,SPT
And you 've had some .,SPT
You 've had some breakfast .,SPT
We 'll just open these and leave them on the table just in case .,SPT
If I did n't make you have lunch .,SPT
If you want them you stay at the table .,SPT
I do n't know whether to believe you or not .,SPT
I have headache .,SPT
I do n't know if to start taking you out if you 're a poorly boy .,SPT
You 're usually better just having a little sleep are n't you ?,SPT
So what are you going to do now ?,SPT
You had one before did n't you ?,SPT
I just wan na stick the telly on for a bit .,SPT
I 've not got a headache .,SPT
Who I remembered hot air balloon day .,SPT
And I 'm going to iron a pair of trousers for myself .,SPT
I thought you had a headache .,SPT
I have n't got a but I do n't .,SPT
I 've not got an ache but my head hurts .,SPT
And then I think we 'll haf ta try and do a bit of the tape later .,SPT
I 'll turn the telly up for you .,SPT
But I did n't use the pink .,SPT
I 'm going to start cooking tea while we 're doing this .,SPT
I 'll give you the money .,SPT
I can got an even bigger one .,SPT
Thomas show Jeannine these things then if you 're not .,SPT
Thomas why have you undone these cushions ?,SPT
You 're not having any sweets but you can open where 's the other party bag gone ?,SPT
Well I can hear you .,SPT
I was hoping it would sell carrots because I actually want .,SPT
I saw I saw Daddy move it .,SPT
We nearly bought you some but we did n't have your size .,SPT
I want one carrot because I 'm about to do tea .,SPT
You just pull it apart .,SPT
And I wan na put it in my chicken casserole .,SPT
Mum I 've done it .,SPT
Whereas we use ta haf ta do it one hour every day .,SPT
It 's got the same sweets .,SPT
It 's got a different game in it though this one Thomas .,SPT
No it 's got this instead .,SPT
Well we can just do this .,SPT
Oh well I think you 've ripped it open in the bag darling .,SPT
I 've not even tried it .,SPT
I 've not even had a bite of it .,SPT
Mum can I have that for my pudding ?,SPT
I 'll just put it outside .,SPT
Well you can have something for your pudding .,SPT
Well we 've had lunch .,SPT
That takes up a bit less food does n't it ?,SPT
We 'll have a look at some things together shall we ?,SPT
Um well I 'd like a carrot please .,SPT
Oh I 'll come and do that .,SPT
You wan na go down to the station to watch trains ?,SPT
You pull that container out .,SPT
Well if you pull the rubber band off then the things wo n't flap .,SPT
Yeah we could do that .,SPT
It wo n't work and I have n't got a rubber band small enough to replace it .,SPT
I can do this .,SPT
Tom do n't put that in Purdie 's ear .,SPT
Well I wo n't have that .,SPT
Just pretend you saw it in the store .,SPT
We 've not seen you .,SPT
Bosh bash the people that boshed bashed .,SPT
The boss and the bosses bosh them back .,SPT
But I do n't bash you do I ?,SPT
We keep planting seeds do n't we ?,SPT
We do keep planting seeds .,SPT
But then they bash you bash you first and then then .,SPT
And you and you bought it .,SPT
Then you bash them back .,SPT
Now I 'm going to do a sandwich for you .,SPT
I found it in my crisp packet .,SPT
I think what we 'll do is use the fresh bread and keep that bread that 's open for the toast .,SPT
You mean four pence ?,SPT
Or twenty two pence do you mean ?,SPT
Just pretend I could n't hear anything .,SPT
In that case you need ten pence .,SPT
You want a cough now ?,SPT
Think the smoke 's killing me .,SPT
I give you fruit do n't I ?,SPT
You said would you like a jam sandwich ?,SPT
I show you how big big dinosaurs .,SPT
We have coffee .,SPT
Everytime you need a slip .,SPT
Elephants eat banana skin .,SPT
I did all the trucks .,SPT
I need some carriages .,SPT
You just need ta do this .,SPT
I 'll just have a nice sleep on my .,SPT
You know eh this ex this goods train ?,SPT
Mum can I have your credit card ?,SPT
Because if you do n't have credit card you wo n't come to this shop again .,SPT
And I I 'm gon na make a bigger house .,SPT
Um well it has two trucks .,SPT
I 'm gon na make a basket to .,SPT
I can see the fire station .,SPT
And I give people a lift .,SPT
Yeah I kick them .,SPT
And he pulled his pants down right in the middle of the camera .,SPT
I want it on that plate .,SPT
He was already being watched because he pulled his pants down right in the middle of a camera .,SPT
Sometimes they take their trunks off .,SPT
They 're pretend sandwiches .,SPT
This keeps the doors open this does .,SPT
This keeps the till open .,SPT
I 'm getting petrol in it .,SPT
Tasting the water as well I love that .,SPT
I can see a stupid old Mummy in there .,SPT
I will get him .,SPT
Because you 've already paid me .,SPT
I just need ta get my things on .,SPT
With all the cheese in the world we could make a cheese conservatory .,SPT
They could be building pipes .,SPT
I 've eaten this .,SPT
I 've eaten that .,SPT
I do n't like it when it 's unpeeled .,SPT
Why do you not eat the skin ?,SPT
Why are you arresting me ?,SPT
But you you steal my Furby .,SPT
I do n't want you in my pool .,SPT
But you drive a taxi .,SPT
I want you to get off .,SPT
I do n't think much television .,SPT
I need ta open it with this .,SPT
You could you can only sing this .,SPT
I 'll give you some punch .,SPT
It might do that Dimmer Dim Dimitra .,SPT
I just gon na pass it up .,SPT
Hey diddle diddle the cat and the fiddle the cow jumped over the moon .,SPT
Ca n't say I 've heard it before .,SPT
Both got a the grey tray in this .,SPT
They called the taxi .,SPT
Even though it 's a trailer it 's picking things up and taking them to where they need ta be .,SPT
England 's won the race .,SPT
You know that little motorbike ?,SPT
You 'll haf ta pass it to me .,SPT
It got a digger .,SPT
I think it 's carrying a lot of mice .,SPT
They can get some tools out if they put the trailer away .,SPT
We 'll get some tools out .,SPT
Well you just haf ta remember to turn it off when you 're not playing .,SPT
You just slide it in the opposite direction .,SPT
I 'll make you a drink .,SPT
In fact would you like some of that coke from last night ?,SPT
Please can I have some crisps ?,SPT
You might as well drink that out of there .,SPT
I love crisps .,SPT
You have n't played with me so I 've got all the things away .,SPT
Well if you make a mess I 'll take them off you and put them away in the cupboard .,SPT
I do n't know whether to have some hula hoops as well .,SPT
I do n't usually have things like that .,SPT
Well I think we 've only got red packet ones .,SPT
I said seven .,SPT
Why are they having a picnic ?,SPT
Perhaps I should wear my crown .,SPT
I 've had your arm tickled .,SPT
I 'm trying to work out what .,SPT
Mummy shouted you before because when I looked out of the window I just saw some flashing lights .,SPT
When you get to that bit of the sandwich if you wan na open it up and eat the bread separately so it 's not quite so thick and quite so hard .,SPT
But by the time I saw this and shouted you it had more or less gone up had n't it ?,SPT
May I do this Mum .,SPT
Mum I do burps .,SPT
Just shouting what we have .,SPT
I just would 've liked you to have seen a bit more .,SPT
It 's not recording on one side and I do n't know why .,SPT
She has a red car like that .,SPT
I can see a swing really gently blowing .,SPT
I ca n't see any of the leaves or petals and flowers moving .,SPT
This says C Beebie .,SPT
But Mummy please leave it on because it has two films .,SPT
I 'm going to have some toast this morning .,SPT
I do n't think we can watch it just yet can we ?,SPT
Why did the chicken cross the road ?,SPT
Because it wanted to record me ?,SPT
You want your toast first ?,SPT
Why did the settee cross the road ?,SPT
Or you have your cereal first ?,SPT
I heard a little crunch .,SPT
Which cereal would you like ?,SPT
I 've worked it out now .,SPT
And mute means quiet .,SPT
I can hear the birds singing as well .,SPT
We do heard a little tweettweet .,SPT
We tweettweet anybody .,SPT
Obviously when I took it out of the box I had I pressed that .,SPT
So I think we 're all fitted and working now Thomas .,SPT
He do a chinese burn on me .,SPT
And she 's got long hair ?,SPT
Right put that one in and tell me if you can hear anything .,SPT
Because I scratch my arm ?,SPT
You can you hear it through the ear earpiece ?,SPT
I shall haf ta put another top on .,SPT
I 'm just ignoring you when you 're rude .,SPT
Now what can you hear ?,SPT
I shall haf ta go and have one of Mummy 's um .,SPT
I can hear I can hear your legs moving though .,SPT
I nearly missed the plate then .,SPT
I tipped the bag up and they all went bleugh .,SPT
You can hear my legs moving about but you ca n't hear my voice ?,SPT
I like some of it .,SPT
Because there 's Father Christmas and I like that bit .,SPT
Think I 'll put the lid on .,SPT
Um right can I say some .,SPT
Yes you can say something .,SPT
I heard something really funny the other day Thomas .,SPT
You know how sometimes you do something that 's a little bit naughty ?,SPT
I thought you said yes please before .,SPT
I do n't want you saying things like that .,SPT
It 's not saying it .,SPT
You wo n't do this yet because you ca n't reach but .,SPT
Because it edits out rude words .,SPT
If you say something rude then the tape machine wo n't listen to it .,SPT
There did you hear that ?,SPT
Because you always wan na see the bedrooms do n't you ?,SPT
So you always pretend you want a wee so you can go upstairs .,SPT
I bet you heard that .,SPT
I could n't find them but they 've been put in the compartment with the dessert spoons .,SPT
He has a little lovely Thomas .,SPT
I love you little Thomas .,SPT
If he has no pants on .,SPT
That Purdie is having a lovely time .,SPT
And now you woken her up .,SPT
Do you want see my sunglass .,SPT
Not allowed another but I might pinch one .,SPT
I got a wobbly packet .,SPT
They have fish on them .,SPT
They have p fish on them .,SPT
I wan na do it I wan na do it like after breakfast .,SPT
Oh I said it !,SPT
You put water in .,SPT
You put water in and then you squirt that bit .,SPT
We need a fire extinguisher .,SPT
I do n't want a spoon .,SPT
Do n't tell me because I can see it from near my window .,SPT
You can put a microphone there .,SPT
Today um um the builders on there are uh have a day off today .,SPT
I 'll give you my pillow .,SPT
You forgot my name .,SPT
I need a uniform .,SPT
I just only got these two .,SPT
I want Pingu .,SPT
I just wan na say something very rude .,SPT
I wish I could do that .,SPT
Oh and she heard that did n't she ?,SPT
Gwen 's got a bigger bottom than you .,SPT
I had um a cheese and san um .,SPT
I do n't know some of these names .,SPT
I do n't know her name .,SPT
Now we get some noise ha ha .,SPT
You need some tea or coffee ?,SPT
I see it .,SPT
I do n't know what you 're saying .,SPT
You dropped them .,SPT
You hold it .,SPT
I want some .,SPT
Oh I see it .,SPT
You fix it .,SPT
I do n't know what you said .,SPT
I dropped it .,SPT
You 're doing what ?,SPT
You find it ?,SPT
I did it .,SPT
You put it in .,SPT
I do n't know where you put it .,SPT
You read it .,SPT
You have another cookie right on the table .,SPT
Oh I took it .,SPT
Why do n't you go in the room and kill a fly ?,SPT
You go in the room and kill a fly .,SPT
Yes you get a fly .,SPT
You get one .,SPT
Yes he gave you your telephone .,SPT
Eve why do n't you call Grandma ?,SPT
You read the book .,SPT
You wan na sit on the stool and read the book ?,SPT
Yes you ate it .,SPT
I 'll give you another .,SPT
We 'll have lunch in a little while .,SPT
No you do n't want milk honey .,SPT
You 've just had some juice .,SPT
No I do n't think Mr Fraser wants any water .,SPT
Mr Fraser has coffee .,SPT
Yes he 's drinking his coffee .,SPT
Later we 'll have a cookie .,SPT
We 'll have a cookie later .,SPT
Maybe your dolly would like a bottle .,SPT
Come see if we can find dolly 's bottle .,SPT
Mr Fraser does n't have a hat .,SPT
He does n't have a hat .,SPT
Go see if he would like to have it on .,SPT
Mr Fraser does n't have a hat darling .,SPT
Eve has a hat .,SPT
Oh you 're gon na find it .,SPT
That 'll keep you busy .,SPT
That 'll keep Eve busy .,SPT
There you write a letter .,SPT
He wanted to see you .,SPT
Well what are you doing in the corner ?,SPT
Eve read book .,SPT
You want some milk ?,SPT
We 'll have milk for lunch .,SPT
The ducks say what ?,SPT
I do n't have it .,SPT
Why do n't you put Racketyboom back in the toy box ?,SPT
No you read Sambo .,SPT
I 'm making lunch .,SPT
Yes you hit your head .,SPT
Yes we 're going to have cheese for lunch .,SPT
You move your chair around and have lunch .,SPT
The man 's going to have coffee .,SPT
You have soup .,SPT
You do n't want apple .,SPT
You do n't want anything else to eat ?,SPT
You 'd like a piece of celery .,SPT
You may get down and eat the celery yes .,SPT
Doll eat celery .,SPT
The dolly eats his celery .,SPT
Man have it .,SPT
Man have what ?,SPT
Yes we 'll find it .,SPT
Dolly has her other shoe .,SPT
You put that shoe on dolly .,SPT
The man stirs his coffee with the spoon .,SPT
You go and get the napkin .,SPT
You bring it to the kitchen .,SPT
Well let 's see if we can find the top .,SPT
Man taste it ?,SPT
Do n't think the man wants to taste it .,SPT
No the man does n't wan na taste it .,SPT
Well because you 've had it in your mouth .,SPT
You 're gon na call Granma .,SPT
Yes you called Granma .,SPT
Oh do you want a pencil too ?,SPT
Let me see if I can find you a pencil there .,SPT
We 're going to have coffee in just a minute .,SPT
Oh you want a letter on your arm ?,SPT
Oh you want it in a cup ?,SPT
You having juice ?,SPT
You want more juice ?,SPT
You have a cough ?,SPT
You 're having juice .,SPT
No you read the book .,SPT
You do n't need any more right now .,SPT
Mr Cromer has a pencil .,SPT
No you ca n't have that .,SPT
You want me to have it ?,SPT
No you may not have that .,SPT
Yes I 'll turn it .,SPT
You 're gon na see Becky ?,SPT
You can see Becky later .,SPT
You want me to sit down ?,SPT
Yes Mr Cromer has a pencil .,SPT
You want Mommy to have a letter ?,SPT
You want a letter over here ?,SPT
Kathy does n't want a letter .,SPT
You 'll hurt horsie 's head .,SPT
You gon na play music for us ?,SPT
Why do you want the door open ?,SPT
You want me to sit on the step with you ?,SPT
We 'll see Becky later .,SPT
You like that ?,SPT
You want me to get her ?,SPT
I 'll go get her .,SPT
