sentence,category
Yeah it is like yesterday I suppose is n't it ?,COP
Look it 's one of these I do n't know what it is .,COP
It 's going to be difficult to work here .,COP
I know what you could be .,COP
Just pretend that was n't on the shelf .,COP
No but just pretend you are very sad .,COP
That 'd be awful really if you could n't hear would n't it ?,COP
Think they can be strong as a box .,COP
It 's going to be a very long train .,COP
It 's going to be a re .,COP
I think I 'm going to be um a short express train .,COP
And there was one like that one was like that .,COP
Stay where you are now Jeannine .,COP
But look how that big that is .,COP
Every time I was hungry I could break off the house .,COP
I could I could be a cat to catch them .,COP
Well I suppose if it 's carrying things it is a little bit like a taxi is n't it ?,COP
I think there should be another one .,COP
If there 's a turning on one there must be a turning off .,COP
It 's gon na be a crisp site in a minute .,COP
I think that 'll be nice do n't you ?,COP
This is the last packet if I have these .,COP
I thought it was your arm you were holding though .,COP
I thought it was your arm that tickled .,COP
I 'm gon na be in this skip thing .,COP
This is quite a noisy lunch actually when we 're eating crisps is n't it ?,COP
It was orange flashing lights .,COP
So I knew it was n't a policeman .,COP
And the reason it was n't recording in Mummy 's left ear was because the little mute button was on .,COP
I did n't know who his Mummy was .,COP
There wo n't be parties if you keep being rude .,COP
This is all the ones I like .,COP
We seem to be quite short of spoons .,COP
And you know what this one is ?,COP
If you wan na know which is Sleepy got to have this on .,COP
Oh if he forgot his pants he would be like this .,COP
T guess what I saw when I was at um my h when at school ?,COP
I do n't know which is new .,COP
I been to a fire station and look what they gave me .,COP
It was just when we got on the boat it was so rough and windy .,COP
And then Dad was cross the food was gone .,COP
Oh I do like to be beside the piers .,COP
Oh I do like to be beside the seaside .,COP
Oh I do like to be beside the sea .,COP
I think that was Fraser .,COP
I 'm going to the basement and I 'll be right back .,COP
More pudding is that what you want ?,COP
I thought she was upstairs .,COP
You must be very careful and not spill this .,COP
Let me rinse it out and it can be your can .,COP
Well when he eats then it 'll be full .,COP
Why do n't you tell Colin what is that picture ?,COP
Yes we heard you tell Becky to be quiet .,COP
Well we 'll be able to hear Sarah when she wakes up .,COP
Tell I was a boy .,COP
You said you were a boy .,COP
Papa use ta be a little boy .,COP
It says oh that 's the born to be wild thing .,COP
Wow this is like Santa Claus bringing like a bag of presents here oh my gosh .,COP
You were n't making a you were n't being a zebra again were you ?,COP
All right let 's see where are your your markers are over here .,COP
Well I know you doggie puppet certainly is n't at our table .,COP
That 's the microphone that 's the green light that says the microphone is on is n't it ?,COP
The red light that says the battery is low if the red light 's on .,COP
But the red light is n't on so that means the battery is doing really well .,COP
So one for you and there 's one that we can all share if you guys are still hungry .,COP
You are a bottomless pit you never seem to stop eating .,COP
Oh wow that looks like that would be good today .,COP
That is your brush but I thought I 'd just borrow it for the red for a minute since it was all cleaned off .,COP
This gon na be daddy .,COP
This is gon na be daddy .,COP
Now is that an eyebrow what is that you 're painting ?,COP
Well you you are big but you 're you 're big compared to the spider but compared to this flying you 're littler than the flying head are n't you ?,COP
And he he gets what is in this turtle ?,COP
And this is and this is what Heidi made ?,COP
You should tell Jessica again who Heidi is because Jessica did n't really hear .,COP
All right well we have Emma now which is good .,COP
It looks like a jump for a horse or is it part of a fence ?,COP
I think it is scary .,COP
You 're not gon na be cold with all without it on your body are ya ?,COP
You know sheep you do n't have a lot of wool left on you now are you sure you 're not gon na be cold ?,COP
You must have been tired from getting us all that wool huh ?,COP
You you go sometime you get to not be scared of tractor sometime .,COP
Well I hope sometime I wo n't be scared of tractors anymore .,COP
All wan na haf ta you haf ta go in here and you other guys do in here and here then not ah you have one here because this is a not prickly .,COP
I was n't ready all right I 'm gon na try go they 're going this way .,COP
We put the red ones in red and this is orange for orange .,COP
So have we told did you tell Jessica about when grandma was here and what you did ?,COP
I do n't know what it is either .,COP
Yeah we went to Germany when you were two remember ?,COP
We went to Germany when I was two .,COP
He was pretty big remember ?,COP
You Avril was in your tummy and then can I jump on your tummy ?,COP
I think this what is what is this one for ?,COP
No they were in the states when we met them .,COP
I do n't no daddy got them for me because they were too heavy .,COP
Now let 's see where is the um should we open this with some scissors ?,COP
I do n't know where frog is .,COP
I du n no what that is .,COP
Wow I did n't know can we find any that are alive in this museum .,COP
Maybe because all three of us are here we 're just we 're just scaring him .,COP
But does n't do n't does n't he is n't he in danger of being eaten ?,COP
I know that really is fun but but .,COP
How old am I I ca n't remember .,COP
Look who I am .,COP
Now I 'm gon na put it into the pool for me because that slide is littler for me and that is bigger for you .,COP
I 'm gon na be with Seamus .,COP
He 's gon na be four too .,COP
The friendly ones are the ones that have sparkly hair .,COP
Now how about this guy say and this is enough people .,COP
Well you know I well I bet he well maybe we should I thought he was sick this morning .,COP
Strawberries are good I like strawberries .,COP
Oh that 's a kitty oh I thought it was a bathtub for a minute huh .,COP
You may not be able to do that .,COP
This is where the bees come in .,COP
Yeah and the yellow things you have are the are the big ones .,COP
It 's gon na be a .,COP
It 's gon na be a square .,COP
It 's gon na be a a su a su a pretty big flower .,COP
The kids wan na the grandmas were ba babysitting and then in pictures and they tripped the grandmas and run run away from them .,COP
You really wan na be on the mat do n't ya ?,COP
Alright I 'll be back in a minute Emma I 'm gon na try and calm Avril down .,COP
Daddy is it time to stop yet ?,COP
She does n't know us very well it would be very helpful for her if she could learn about us a little bit .,COP
Remember it was in your back yard .,COP
I do n't even remember what kind it was .,COP
Yeah it 's gon na be in about a month .,COP
This is a can of paint what does that match with ?,COP
Hey I wan na pretend this is a leash .,COP
Yeah I wonder who that was ?,COP
We got that when we went camping last Summer before Avril was born I think .,COP
Well you might be right but I do n't you know it 's hard to believe .,COP
Hm you are right it does n't work at all does it ?,COP
You know what that is .,COP
Oh dear .,FRA
Thomas what 's the matter what 's the matter ?,FRA
Oh dear dear dear .,FRA
Oh that was a nice squeal Thomas .,FRA
No more juice .,FRA
Was n't it ?,FRA
Wow juice .,FRA
Was there shoe it .,FRA
Whose shoe is it ?,FRA
It 's breakfast time .,FRA
What is it ?,FRA
What 's dis ?,FRA
Dadda 's shoes .,FRA
It 's a bottle of juice .,FRA
Daddy 's shoes .,FRA
Where are Thomas 's shoes ?,FRA
Orange juice .,FRA
Um there shoes .,FRA
Mummy 's shoes .,FRA
Shoes and socks .,FRA
What 's da ?,FRA
These are Mummy 's shoes .,FRA
Dadda Dadda 's shoes .,FRA
Those are Daddy 's shoes .,FRA
Blue bus .,FRA
Where 's the blue bus ?,FRA
What 's that Thomas ?,FRA
What 's that ?,FRA
It 's over there .,FRA
Your shoes ?,FRA
Right socks on .,FRA
How many balloons are there ?,FRA
Baby 's shoes .,FRA
Oh they 're my shoes .,FRA
A balloon .,FRA
What 's dis here ?,FRA
What 's this Thomas ?,FRA
One two three four .,FRA
Who 's this on this balloon ?,FRA
What are those ?,FRA
A Po .,FRA
A this .,FRA
Who 's this balloon ?,FRA
And what are those ?,FRA
They 're slippers are n't they ?,FRA
And who 's on that balloon ?,FRA
That 's the two coaches .,FRA
With ducks on the front .,FRA
Who 's on that balloon ?,FRA
Annie and Clarabel .,FRA
Who 's that ?,FRA
That 's a glass of milk .,FRA
Wo this ?,FRA
Now which one 's that ?,FRA
Is this James ?,FRA
Where 's James on the book ?,FRA
That 's bread .,FRA
Bertie the bus .,FRA
Banana banana .,FRA
That 's Thomas .,FRA
Beep beep .,FRA
Pear good boy .,FRA
That 's a church in the corner .,FRA
That 's Thomas there .,FRA
That 's Toby .,FRA
That 's James the red engine .,FRA
You 've not .,FRA
That 's James .,FRA
And Percy !,FRA
And a football ?,FRA
Well Percy 's on the book .,FRA
That 's two coaches Annie and Clarabel .,FRA
That 's cucumber .,FRA
That 's a shopping basket like yours .,FRA
That 's a lettuce .,FRA
That 's about the only time your quiet Thomas .,FRA
There you are .,FRA
You 're quiet when you 're asleep as well .,FRA
Where is he ?,FRA
You are .,FRA
And James ?,FRA
No no no no .,FRA
That 's Thomas is n't it ?,FRA
That 's an orange .,FRA
Bye bye .,FRA
And Thomas .,FRA
It 's like a football is n't it ?,FRA
And which one 's the blue engine ?,FRA
Like a ball .,FRA
Is here .,FRA
Percy 's green .,FRA
A ball .,FRA
Where 's Percy ?,FRA
That 's red .,FRA
Which one 's the blue engine ?,FRA
And your hands .,FRA
The postman ?,FRA
It 's an apple .,FRA
Is Thomas tired ?,FRA
It 's a red apple .,FRA
A red apple .,FRA
After breakfast .,FRA
That 's a green apple .,FRA
Yes darling ?,FRA
There we are .,FRA
Wha there ?,FRA
That 's another green apple .,FRA
It 's the post man .,FRA
Because you 're too heavy .,FRA
A more pear .,FRA
Oh it 's better now .,FRA
It 's green trousers today Thomas .,FRA
What 's this ?,FRA
More pear .,FRA
And that 's Percy .,FRA
Oh oh dear oh dear .,FRA
Another pear .,FRA
Green trousers .,FRA
That 's two pears .,FRA
Two pear .,FRA
They 're green .,FRA
And that 's Thomas the blue engine .,FRA
A juice .,FRA
No no .,FRA
That 's not a pear is it ?,FRA
Ours is a tabby is n't she ?,FRA
They 're new socks .,FRA
What 's it ?,FRA
They 're a bit big are n't they ?,FRA
Have you been a good boy ?,FRA
A lemon .,FRA
A sock blue .,FRA
What color is the lemon ?,FRA
Socks are blue but trousers are green are n't they ?,FRA
Ooh wow .,FRA
It 's not blue .,FRA
And how old was Jake ?,FRA
It 's yellow .,FRA
He was two .,FRA
And how old was Thomas last week ?,FRA
No they 're not peas .,FRA
How old was he ?,FRA
That 's a blue car .,FRA
What are they ?,FRA
How old was Thomas last Saturday ?,FRA
Where the mess .,FRA
And how old was Jake last night ?,FRA
Oh shower .,FRA
They 're grapes .,FRA
We 're being nosy neighbors Thomas are n't we ?,FRA
He was two he was two .,FRA
Green grapes .,FRA
No no no .,FRA
M bye .,FRA
Are we not ?,FRA
Aah that 's alright then .,FRA
We 're not being nosy .,FRA
And pop !,FRA
Who 's this ?,FRA
It 's James .,FRA
Wave byebye .,FRA
Crackle and pop .,FRA
That 's a little bit cheeky .,FRA
Warm wooly socks .,FRA
Ooh stuck .,FRA
Byebye postman .,FRA
First one .,FRA
You 're a cheeky boy .,FRA
That 's Percy .,FRA
And then two .,FRA
Percy 's the green engine .,FRA
Toby 's brown is n't he ?,FRA
Oh dear dear .,FRA
Crackle and .,FRA
Most of them are of you .,FRA
But he 's brown .,FRA
Because it 's quite warm .,FRA
Like the big brown bear .,FRA
Where 's oh where the bus ?,FRA
That 's Daddy .,FRA
Where 's the bus ?,FRA
That 's brown .,FRA
This is brown .,FRA
And your shoes your laces are brown .,FRA
Oops oh dear dear .,FRA
But you 're giddy this morning are n't you ?,FRA
Oops oh dear .,FRA
That 's Abigail .,FRA
A that .,FRA
She was very very tiny .,FRA
She was only a few hours old .,FRA
Where 's blue ?,FRA
Is that baby Abigail ?,FRA
Oh how many shoes are there ?,FRA
And where 's green ?,FRA
Is that baby Abigail with Daddy ?,FRA
E ah e .,FRA
Bye bye Thomas .,FRA
There she is again .,FRA
No that 's green .,FRA
And that 's red like Po .,FRA
A banana ?,FRA
Two eight .,FRA
Two slippers .,FRA
The baby .,FRA
Where 's Po ?,FRA
A pair of slippers .,FRA
That 's right .,FRA
Where a Bow ?,FRA
They 're nice .,FRA
N n nice .,FRA
Mm nice .,FRA
A pop .,FRA
Oh there .,FRA
A Nana .,FRA
A pig .,FRA
Ooh Bow .,FRA
M a more two .,FRA
Where 's a Bow ?,FRA
Da there ?,FRA
Oh no .,FRA
A there .,FRA
Oh Thomas .,FRA
Hello Bow .,FRA
Shoe sock .,FRA
Wo dis ?,FRA
A Dadda .,FRA
A Dadda a work .,FRA
Daddy tea .,FRA
This shoes .,FRA
Me black .,FRA
Oh Dadda .,FRA
It is .,FRA
A wash .,FRA
Who 's that on the corner ?,FRA
Where the bus ?,FRA
Green red sock .,FRA
No more .,FRA
Blue stripe .,FRA
A stuck .,FRA
Oh no no .,FRA
Oh oh .,FRA
More bubbles ?,FRA
Uh oh Pooh .,FRA
Six bear .,FRA
Oop oh .,FRA
Six six seven .,FRA
More juice .,FRA
Meow meow .,FRA
Who dis .,FRA
Where Dadda ?,FRA
A Bow .,FRA
Ow ow ow .,FRA
Hello a Bow .,FRA
Hello hello Bow .,FRA
A jump .,FRA
And yellow .,FRA
A strap .,FRA
Oh no no no oh no no no .,FRA
A more .,FRA
Whoo whoo whoo .,FRA
Beep beep beep beep beep .,FRA
A Sue .,FRA
No Sue .,FRA
A steps .,FRA
That 's it .,FRA
Big hat .,FRA
Two steps .,FRA
A more Sue ?,FRA
More Sue .,FRA
Whoo whoo whoo whoo .,FRA
Wo a giraffe .,FRA
Sue 's a work .,FRA
Where 's the bear ?,FRA
There some tea .,FRA
And this .,FRA
There a sock .,FRA
Where the bubble .,FRA
Meow meow meow .,FRA
Blue straw .,FRA
Two chair .,FRA
And then some more bubble .,FRA
A blue straw straw .,FRA
More bubble .,FRA
Oh eight .,FRA
A both Sue .,FRA
Where is it ?,FRA
Where giraffe ?,FRA
Oh wow wow wow .,FRA
Sue woof woof woof .,FRA
Who is this ?,FRA
What 's the matter ?,FRA
A car .,FRA
Dadda 's sock ?,FRA
A blue .,FRA
A dat ?,FRA
A blue oh dear .,FRA
Where a bus ?,FRA
Balloon Hat .,FRA
Beep beep beep beep beep beep beep beep beep beep beep .,FRA
Is Hat .,FRA
Aah there Bow .,FRA
Where truck ?,FRA
Beep beep beep beep bus .,FRA
Bus bus .,FRA
Shops shops .,FRA
Aah no .,FRA
Oh no no no .,FRA
Bus a more shops .,FRA
There a boat .,FRA
Bus a shops .,FRA
Oh here a Bow .,FRA
Bus a shop .,FRA
Green balloon .,FRA
Sue a work .,FRA
Aah Dadda .,FRA
Ooh mm .,FRA
Oh dear oh dear oh dear .,FRA
Good boy .,FRA
Where the grapes ?,FRA
What 's on the mug ?,FRA
Oh ah .,FRA
More balloons .,FRA
Wodar tea wodar .,FRA
It 's a Mooh .,FRA
On the chair .,FRA
It a Po .,FRA
Where the grapes grapes ?,FRA
A these .,FRA
Eh no .,FRA
Oh dear oh dear .,FRA
Beep beep beep beep .,FRA
What that ?,FRA
Um no .,FRA
What 's in there ?,FRA
What in there ?,FRA
On this .,FRA
Bang bang .,FRA
Where box ?,FRA
Two box .,FRA
A ada ?,FRA
Where the box ?,FRA
Woof woof woof woof .,FRA
A this is yellow .,FRA
What there ?,FRA
Aah yellow .,FRA
It 's here .,FRA
Snip snip .,FRA
Uh oh nice .,FRA
Oh two !,FRA
Oh dear poor bear .,FRA
A many two .,FRA
Two bear .,FRA
Oops a dog .,FRA
No Thomas .,FRA
A dog .,FRA
A beep beep .,FRA
Two tea .,FRA
Silly Mummy .,FRA
The grapes .,FRA
Two six .,FRA
Blue blue .,FRA
Oh grapes .,FRA
On there .,FRA
Mm yes .,FRA
Dadda a work .,FRA
More choc .,FRA
Ooh whoops .,FRA
Six eight .,FRA
Where grapes .,FRA
Sue Sue .,FRA
Where the balloon ?,FRA
Oh wow !,FRA
What 's dat ?,FRA
What dis ?,FRA
A two pear .,FRA
A help .,FRA
Ha ha .,FRA
Oh stuck .,FRA
A this bus .,FRA
A this this ?,FRA
A duck .,FRA
Two eggs .,FRA
More badge .,FRA
And juice .,FRA
Oh oh dear .,FRA
A moo .,FRA
A hat .,FRA
It 's Ted .,FRA
Pyjamas pyjamas .,FRA
Is a hat .,FRA
Po Lala Po Hat .,FRA
No no no no no .,FRA
Two badge .,FRA
Where shoes ?,FRA
Here we are .,FRA
A more badge .,FRA
A this shoes .,FRA
Lala Po Hat .,FRA
That 's lovely .,FRA
Like that .,FRA
And two badge .,FRA
Mm mm .,FRA
A truck .,FRA
Wow wow .,FRA
Aah aah .,FRA
A boo .,FRA
Aah mm .,FRA
Two spoons for me .,FRA
Is hat .,FRA
Ah is hat .,FRA
Ooh oh dear .,FRA
A whoosh .,FRA
Ooh door .,FRA
A big chair .,FRA
Big chair .,FRA
A tea .,FRA
A tree .,FRA
There it is .,FRA
Blue blue blue .,FRA
A snow .,FRA
A blue truck oh dear .,FRA
A down .,FRA
Is n't it ?,FRA
What they here ?,FRA
A blue truck .,FRA
Well well .,FRA
Um a this ?,FRA
Blue truck .,FRA
Oh Po .,FRA
And snow .,FRA
Two spoon .,FRA
Big bowl .,FRA
Nice hat .,FRA
A big bowl .,FRA
Two hat .,FRA
Wodar wodar wodar .,FRA
Whoops oh no .,FRA
A nice hat .,FRA
Mm no .,FRA
What 's that noise ?,FRA
Woosh Dada .,FRA
Eh aah .,FRA
Yellow yellow .,FRA
More tea .,FRA
Two seven trees .,FRA
A more trees .,FRA
Oh that ?,FRA
Snow snow snow .,FRA
Two Bow .,FRA
And m a two Bow .,FRA
Oh banana .,FRA
A grapes .,FRA
Teddy bear .,FRA
Pink dough .,FRA
Tut tut tut tut tut .,FRA
Green dough .,FRA
What 's a there ?,FRA
Tea tea .,FRA
A Mamma two ball .,FRA
Two balls .,FRA
Oh what 's dis ?,FRA
Tea 's in the pot .,FRA
Green ball .,FRA
Two ball .,FRA
Big bear .,FRA
Woof woof woof .,FRA
Woof woof .,FRA
There a ball .,FRA
Six seven eight nine ten .,FRA
Po 's scooter .,FRA
One two three .,FRA
Eight nine .,FRA
More Piglet .,FRA
Two six seven eight nine ten .,FRA
Moo a this ?,FRA
Van is here .,FRA
In there .,FRA
Where the bowl ?,FRA
What 's the pot .,FRA
Where 's a football ?,FRA
Bear this .,FRA
Round and round .,FRA
A Bear .,FRA
Oo oops .,FRA
Oh choo choo choo .,FRA
On a top .,FRA
Choo choo .,FRA
Chair bear .,FRA
There chair .,FRA
Ooh choo choos .,FRA
Where Sue ?,FRA
Choo choos .,FRA
Oh this .,FRA
Choo there .,FRA
Oh dear dear a mess .,FRA
A bus .,FRA
A green bus .,FRA
Ooh ooh .,FRA
A pink .,FRA
All stuck .,FRA
Whoosh truck .,FRA
A Dadda Dadda Dadda .,FRA
Po scooter .,FRA
Oh scooter .,FRA
No scooter .,FRA
Where 's a ball ?,FRA
The bear .,FRA
Oh uh .,FRA
Stuck uh .,FRA
Oh ooh .,FRA
Blue shoes .,FRA
A Granddad dow .,FRA
The balloon .,FRA
Here uh .,FRA
A Nana tea .,FRA
A box .,FRA
Nana Nana tea .,FRA
Be bash .,FRA
A door .,FRA
Blue bo .,FRA
Dada oh dear .,FRA
Mhm yeah .,FRA
Ah no .,FRA
Oh dear mess .,FRA
Um no no .,FRA
The mess ?,FRA
Blue a here .,FRA
Bear chair .,FRA
A there a there .,FRA
And some cheese .,FRA
My moo .,FRA
Ah bubbles .,FRA
Vroom vroom vroom .,FRA
Ring ring .,FRA
Oh baby .,FRA
There he is .,FRA
Green leg .,FRA
Truck wo wo .,FRA
The ball stack .,FRA
More chair .,FRA
I ca n't .,FRA
A more chair .,FRA
Ts here .,FRA
Oh yes .,FRA
Dee dee dee dee .,FRA
Yeah here .,FRA
Oh Dadda plate .,FRA
Very good .,FRA
A chair .,FRA
No pa .,FRA
Whoosh blue .,FRA
Hello Dadda .,FRA
Ooh oh oh .,FRA
Oh peas .,FRA
Yellow stop .,FRA
Yes peas .,FRA
Hello Po .,FRA
Choo choo choo .,FRA
A blue scooter .,FRA
Green banana .,FRA
Uh ooh .,FRA
Down choo choos .,FRA
Poo nice .,FRA
White truck .,FRA
Grapes a there .,FRA
Uh no .,FRA
A bubbles .,FRA
Is in .,FRA
Oh bubbles .,FRA
Banana grapes .,FRA
Two bubbles .,FRA
Oh Po in there .,FRA
Two ne there .,FRA
It 's hat .,FRA
Oh where the bubble .,FRA
The bubble .,FRA
Big toe .,FRA
Two toe .,FRA
Choc choc choc choc .,FRA
Phh woosh blue .,FRA
Two toe toes six toe .,FRA
Red truck .,FRA
A more grapes .,FRA
No truck .,FRA
Big truck .,FRA
A Dadda 's .,FRA
A toe two two two .,FRA
Pooh nice .,FRA
A there a box .,FRA
A more bubble .,FRA
Oh oops a stuck .,FRA
Cheep cheep .,FRA
In box .,FRA
A more bubbles .,FRA
Dadda spoon .,FRA
Two truck .,FRA
A two truck .,FRA
A box a there .,FRA
That truck .,FRA
Just a second .,FRA
Po Po Po .,FRA
A there this .,FRA
Huge truck .,FRA
Scooter scooter .,FRA
Where the blue .,FRA
Nana 's here .,FRA
Where a blue ?,FRA
A juice straw .,FRA
Nin off .,FRA
Um um a this ?,FRA
Three hat .,FRA
A more hat .,FRA
More hats .,FRA
A poo .,FRA
Wha this ?,FRA
A there 's hat .,FRA
A in there .,FRA
Ay no .,FRA
That 's a this .,FRA
S hat .,FRA
Uh blue blue .,FRA
Oh juice .,FRA
Is Dadda 's sock .,FRA
Oh Bow .,FRA
Down truck .,FRA
Daddy a work .,FRA
Beep beep truck .,FRA
Blue hat .,FRA
Oh mess .,FRA
A this banana .,FRA
Oh a this ?,FRA
Oh chair .,FRA
Blue and green .,FRA
Oh what 's that ?,FRA
Do n't .,FRA
Oh hat .,FRA
Oh tea !,FRA
Please juice .,FRA
Please please juice .,FRA
Poop poop poop poop .,FRA
Hello Nana .,FRA
Poop poop .,FRA
Please please please juice .,FRA
Where a truck ?,FRA
A more juice .,FRA
Eh eh .,FRA
Vroom vroom .,FRA
A truck truck .,FRA
Right Thomas .,FRA
You can .,FRA
Oh truck !,FRA
What a these ?,FRA
He 's a work .,FRA
Here you are .,FRA
Pa more juice .,FRA
No blue bus .,FRA
A cheese .,FRA
A lie on there .,FRA
A cheese cheese .,FRA
Oh more .,FRA
Shoo shoo !,FRA
Dadda chair .,FRA
Oh quack quack .,FRA
Oh what 's these ?,FRA
Quack quack .,FRA
Please please .,FRA
Baby quack quack .,FRA
A two quack quack .,FRA
There a bus .,FRA
Here brush .,FRA
It 's green .,FRA
More more juice .,FRA
Shoe shoe shoe shoe shoe .,FRA
More juice juice .,FRA
A bang .,FRA
There they are .,FRA
Oh blue .,FRA
The chair .,FRA
Chair chair .,FRA
Oops Hat oh dear .,FRA
That 's a good boy .,FRA
That 's nice .,FRA
What this ?,FRA
No bash .,FRA
Is that alright ?,FRA
I can .,FRA
And then .,FRA
A bash .,FRA
Are you ?,FRA
Night time .,FRA
Oh good .,FRA
No way .,FRA
Choc choc choc .,FRA
Yes it is .,FRA
That 's .,FRA
Oh yeah .,FRA
Like this ?,FRA
A no .,FRA
Oh wow wow .,FRA
It 's there .,FRA
That 's better .,FRA
What 's in the box ?,FRA
Not at the moment .,FRA
No thanks .,FRA
Do n't we ?,FRA
That 's not nice .,FRA
No box .,FRA
That 's alright .,FRA
Big bang .,FRA
Big tummy .,FRA
Alright then .,FRA
Woo woo .,FRA
Hot .,FRA
They 're not hot .,FRA
Do n't you ?,FRA
Are n't they ?,FRA
Bye bye Sue .,FRA
Ah oh .,FRA
It 's hot .,FRA
Do n't be silly .,FRA
Not nice at all .,FRA
Yes yes .,FRA
Swish swish swish .,FRA
And what else ?,FRA
Right now .,FRA
In the car .,FRA
Num num .,FRA
It is n't .,FRA
And oranges .,FRA
Little baby .,FRA
That one .,FRA
No work .,FRA
Right darling .,FRA
Is it ?,FRA
A carrot .,FRA
No shoes .,FRA
Whoosh whoosh .,FRA
Oh it 's here .,FRA
Oh right .,FRA
Hey hey !,FRA
It 's that one .,FRA
