sentence,category
She 's coming with her next door neighbor also called Sue .,SPI
Where has this come from ?,SPI
I did n't check .,SPI
You tell me what 's happening .,SPI
Not a a back fall down .,SPI
Oh it has fallen down has n't it ?,SPI
A shake shake shake .,SPI
We know it 's on it 's way .,SPI
And we also learned that your little friend Laura has come with her Mum Karen .,SPI
Nana come .,SPI
Oh wait a bin bag lorry come .,SPI
Well I 'll tell you what was going on .,SPI
Ambulance is going past .,SPI
Now there 's some policemen .,SPI
Now there 's some policemen Thomas .,SPI
Karen and Laura are also staying here are n't they ?,SPI
When one of the orange lights is n't working ?,SPI
It has not come yet ?,SPI
But they 're not staying in a hotel .,SPI
Where mints gone ?,SPI
A Dimitra going backwards .,SPI
Not me changed .,SPI
Dimitra run away .,SPI
Big train going past .,SPI
A bin bag lorry come sa come back .,SPI
Thomas no come .,SPI
No Thomas broke .,SPI
Thomas broke ?,SPI
No sing broke .,SPI
No Granddad cry .,SPI
A Mummy eat .,SPI
A Thomas eat .,SPI
Where hands gone now ?,SPI
Hands bite .,SPI
Purdie not cry .,SPI
De window fall down .,SPI
Police stop .,SPI
Le bin bag lorry come .,SPI
Sausage roll fell over .,SPI
Water I think .,SPI
Oh racing car go in there .,SPI
Here you are racing car .,SPI
Where jumper gone ?,SPI
I slip slip .,SPI
Train go in there .,SPI
I slipped .,SPI
Dimitra comes .,SPI
Police car come .,SPI
Music come from ?,SPI
Purdie crying a downstairs .,SPI
Thomas cross .,SPI
Now Mummy play .,SPI
The horse is jumping too .,SPI
Oh foot left .,SPI
Jess fell over .,SPI
Big red bus comes ?,SPI
Horse eat .,SPI
Fire coming .,SPI
A policemen doing coming .,SPI
Jean fall over .,SPI
This chair open .,SPI
No people train .,SPI
People coming now .,SPI
Fire engine doing ?,SPI
Oh a bus coming .,SPI
Oh yes you have .,SPI
Where 's the bus going to ?,SPI
Oh I do n't know .,SPI
Where has that come from ?,SPI
I wan na .,SPI
He 's saying .,SPI
That can go in the bin .,SPI
The doors are opening .,SPI
There 's a rainbow .,SPI
There 's a firework .,SPI
The wheels on the bus go round and round .,SPI
I not know .,SPI
It tickles .,SPI
What have .,SPI
I did .,SPI
Where has it come from ?,SPI
Yes you do .,SPI
Where does it open ?,SPI
I hope not .,SPI
You 've had .,SPI
I need .,SPI
You cry Mum .,SPI
We 'll just see .,SPI
Course you do .,SPI
Wendy bought you this last year for your birthday did n't she ?,SPI
Oh well it 's big enough to love is n't it ?,SPI
You 're spos ta say oh no it 's beautiful Mummy .,SPI
Snake smells like some sandwiches in here ?,SPI
I think it orange juice market .,SPI
Gosh Thomas I ca n't drink out of that .,SPI
That one 's working fine .,SPI
Molly 's sitting on the fence .,SPI
Would you like to sit down please .,SPI
She just use ta sit like that .,SPI
Purdie sit in that rock a tot ?,SPI
When Mummy use ta work .,SPI
And Purdie often use ta stay in the house .,SPI
And very often she 'd go out of the house and she 'd wander round and she 'd come inside where Mummy worked and she 'd come straight into the office and jump into her special chair in the office .,SPI
Oh there 's Sue going to work .,SPI
It 's more like doing sick ?,SPI
The birds singing .,SPI
The birds are singing are they ?,SPI
Oh she has driven off .,SPI
Off she goes .,SPI
Sue and Andy left last year did n't they ?,SPI
You 're splash in there .,SPI
I do n't think it was called Gemma .,SPI
Well I think it 's a shelf for the kitchen cupboards .,SPI
Because Mummy has been looking for one for a long time .,SPI
I be playing in the shop .,SPI
Well you draw on the back of that .,SPI
I think it 's some sort of steam or condensation .,SPI
I do n't think it comes out of Sue 's back door .,SPI
Think it 's come train .,SPI
You think it 's a train ?,SPI
It looks like a hospital scene .,SPI
Oh that teddy bear 's lying down .,SPI
He must not be feeling well .,SPI
And there 's another teddy in bed with a .,SPI
But they 're in Spanish .,SPI
And there 's a big bear bear there looking after them all .,SPI
Well that looks very complicated .,SPI
But I 'm sure we 'll manage do n't you ?,SPI
And it comes out again .,SPI
A train go up a bridge .,SPI
You what you be called ?,SPI
I a train comes a go up a bridge and choo down a bridge .,SPI
It 's not it 's not closed now .,SPI
Train go up and down and fall off the bridge .,SPI
Another train go crash .,SPI
Your got in in it bed .,SPI
I I I finish .,SPI
I gone now .,SPI
A fire engine come !,SPI
Hey I wanted to draw .,SPI
The job done .,SPI
This letter 's fold up .,SPI
See what 's in there .,SPI
I bounced on her .,SPI
Here comes my potty .,SPI
Train blew .,SPI
Run away train went down the track .,SPI
I want just a minute .,SPI
He 's running .,SPI
I fall down again .,SPI
Um none left .,SPI
How you aday ?,SPI
I fall I say how you aday .,SPI
Where has it all come from ?,SPI
I said .,SPI
I do n't wan na .,SPI
She looks .,SPI
No I do n't wan na .,SPI
I wanted to play .,SPI
Wan na see what 's in .,SPI
I I want .,SPI
Say what 's in here .,SPI
I wo n't tell you .,SPI
I bet I know .,SPI
I 've got to ask you ?,SPI
I do n't think there 's anything in that box .,SPI
I do n't think there 's anything in the box .,SPI
She was coming from York to Piccadilly station .,SPI
I think it 's fine on the floor .,SPI
I do not thing that would fit in the there .,SPI
That thought it was too .,SPI
Well you can play with it .,SPI
I 'm say what 's in this box .,SPI
Say what 's in the box .,SPI
Say it 's a bike .,SPI
I bet it 's Jo Jo and Becky 's pushchair .,SPI
I bet it 's the lid of the box and the clothes airer .,SPI
I 'm going to just see if there 's any crocodiles .,SPI
No you sit in this chair .,SPI
And I 'll sit next to you .,SPI
That lady wants to get off does n't she ?,SPI
Right are we sitting comfortably ?,SPI
Where has the microphone gone ?,SPI
I hope that 's alright there .,SPI
This says the wheels on the bus go round and round .,SPI
We had been reading .,SPI
That man 's about to get on the bus .,SPI
Mummy your wan na get on this bus do you ?,SPI
And there 's a lady sitting on the bus with a canary in a cage look .,SPI
I think that gentleman with the guitar 's before me is n't he ?,SPI
Or shall I get in first ?,SPI
Up the steps I go .,SPI
Man got in there .,SPI
There 's other people queuing up for the bus look .,SPI
There 's a lady here with a baby in a sling .,SPI
Oh there 's two ladys .,SPI
Mummy you was waiting for a bus was n't you ?,SPI
Your was there say ?,SPI
Look there 's a man with a dog .,SPI
He looks as if he 's falling over .,SPI
I do n't want .,SPI
Um please can I get on a bus ?,SPI
There 's your ticket .,SPI
It 's going to Stockport .,SPI
Well it 's usually the forty two we get to Stockport is n't it ?,SPI
Now it wo n't be take long .,SPI
Just wait where my clock goes to bottom then it 's I will stop .,SPI
When your clock goes to the bottom it 'll stop ?,SPI
Where do you think the little girl 's going with the bus ?,SPI
She 's going to Stockport Cheshire .,SPI
I do n't know where she 's going .,SPI
Where you wan na go ?,SPI
I 'd like to go to the library please .,SPI
Yes I do stop at library .,SPI
You do do you ?,SPI
The people on the bus step out and in .,SPI
And she has got on the bus .,SPI
She has gone up the steps .,SPI
And he 's saying move along please .,SPI
See what 's on the next page .,SPI
We 'll see what 's on the next page .,SPI
Oh the windows on the bus slide up and down .,SPI
She has got splashed has n't she ?,SPI
It 's the windows of the bus go up and down .,SPI
All rainy got in there then swishswosh .,SPI
Ah but on this page it says the wipers on the bus go swishswishswish .,SPI
There 's your money .,SPI
Mummy you got on on then the sun shine then it started to rain .,SPI
And what happens when the sun comes out and the rain starts ?,SPI
The sun 's shining and it 's raining .,SPI
It 's going near bus driver 's nip .,SPI
The riders on the bus go bumpity bump .,SPI
The riders on the bus go .,SPI
Look that lady 's there with her baby .,SPI
She does n't look very happy .,SPI
Look what 's happening here to this man .,SPI
And one of them looks as if it has bumped out of the bag .,SPI
We 'll turn over .,SPI
Where you can get on shall we ?,SPI
You know where we go ?,SPI
No where are we going ?,SPI
Are go past your house and straight through village and we stop at sweetie shop .,SPI
Oh pretending are we ?,SPI
And there 's your change .,SPI
On I get .,SPI
That 's all I wan na know .,SPI
I not I not driving yet .,SPI
But you was crying .,SPI
I a driver said who 's this handbag .,SPI
Anybody can get on .,SPI
It flew past a book .,SPI
The driver says all on board .,SPI
Goes one two blast off .,SPI
It can fly on it 's own but it does n't fit in there .,SPI
And off he goes .,SPI
But I wo n't just wo n't tell him off we go ah .,SPI
I 'm flying over your bye .,SPI
I wan na look at I wan na look at something .,SPI
Look there 's a lorry .,SPI
There 's your parcel .,SPI
Um music have stopped .,SPI
There 's a garage .,SPI
This cut off .,SPI
But look that 's the sun .,SPI
It 's rolling so fast .,SPI
Then you can slip in .,SPI
I hope it 's not your turn again .,SPI
I show look .,SPI
I ca n't tell you about it .,SPI
I wan na hook on .,SPI
Somewhere in the bus there 's more sweeties .,SPI
I wan na sit on a stool .,SPI
This goes like this .,SPI
I choose .,SPI
Um your car does washing .,SPI
I just wan na get on with these wheels .,SPI
That 's where you could be sitting .,SPI
It has stopped at your stop Mummy .,SPI
I wan na do do .,SPI
I just have .,SPI
I will put .,SPI
But you ca n't get out .,SPI
No I want .,SPI
I wonder .,SPI
I feel cold .,SPI
You keep yawning .,SPI
You 're spos ta be going to a party are n't you ?,SPI
And then I was going to say after lunch .,SPI
We nip into Stockport .,SPI
We get off the bus at the party .,SPI
Because we ca n't really go to the party without a present .,SPI
We 're not going to go are we ?,SPI
But I do n't wan na talk now .,SPI
You do n't wan na talk ?,SPI
What difference that makes .,SPI
Your head hurts .,SPI
You do n't haf ta go to the party .,SPI
My headache 's going away .,SPI
It ca n't go away in that .,SPI
Promise this is going away .,SPI
I just feel hungry .,SPI
You feel hungry but you do n't really feel like eating .,SPI
Um I can come home if I wan na .,SPI
You 'll feel happier going out anyway .,SPI
You seem to have perked up a little now you 're not at the table .,SPI
Then I was going to suggest that we got ready for the party .,SPI
I wan na listen to the telly too .,SPI
I bet you did .,SPI
We 're not going to get very far at the moment are we ?,SPI
That 's a superb little puzzle that came in a party bag is n't it ?,SPI
Why do n't you play with it on the table ?,SPI
Thought you must be .,SPI
Because you really tucked into your drink did n't you ?,SPI
This day we 're recording today .,SPI
There 's some carrots .,SPI
It comes apart .,SPI
Because we haf ta record for an hour every day .,SPI
They try .,SPI
And Jeannine died today .,SPI
Jeannine did n't die .,SPI
And there 's your credit card .,SPI
You 're sitting on it .,SPI
Gosh no wonder you are feeling cold .,SPI
I 'm sitting on what I said .,SPI
It 's come with a stencil .,SPI
You can trace round this .,SPI
Thomas going to sit on it .,SPI
I feel like I feel like glue .,SPI
The rubber band I mean .,SPI
We could play with the railway track .,SPI
Right I 'm just looking at the date on the bread to see if it 's off .,SPI
Tell Jeannine what happened at school today .,SPI
The sunflower 's standing down .,SPI
You can wait on that platform .,SPI
You can wait on .,SPI
And I think this bit of cucumber can go off the shelf .,SPI
It 's not coming up yet is it ?,SPI
I think that 's a bit soggy .,SPI
That sounds a bit rough to me .,SPI
That does n't sound very pleasant .,SPI
Right do you wan na move to the table then ?,SPI
But it just needs .,SPI
You can just bite into it .,SPI
But there 's a big seat for Mums there .,SPI
Yes and can you go like that and Mum can look after it .,SPI
Right I 've got to go into the luggage one have I ?,SPI
Because you ca n't hear ?,SPI
Because I 'm tending .,SPI
Do you wan na come for a swim .,SPI
No you 'd better sit .,SPI
And you know there 's a big one and a little one dinosaur .,SPI
Look what 's happening to my house .,SPI
Look what 's happening to our house .,SPI
The roof come off on our house and then the glass smashes .,SPI
D do n't go on the train .,SPI
Because when you 're in my .,SPI
It 's too noisy to talk .,SPI
Inside and there 's a basket .,SPI
You can just hook onto me .,SPI
That 's the chimney that 's not fixed on .,SPI
I played you can catch you can catch I can catch .,SPI
I 'm pretending there is .,SPI
I need ta score .,SPI
And when I came off I went like that .,SPI
I do too .,SPI
This train stops beside him .,SPI
You 're sitting on the water .,SPI
Um you 've not paid without that .,SPI
You can pay .,SPI
You do you do n't need ta pay .,SPI
I will tread on their tails .,SPI
I might come upstairs actually .,SPI
I did n't ask for any coleslaw .,SPI
No no I do n't wan na .,SPI
Sorry but I need ta .,SPI
Just pretend you close chose a bit .,SPI
You can come back to me .,SPI
If you wan na because I will um all the police will say .,SPI
Bet it 's chocolate .,SPI
There 's some rice in there .,SPI
There 's a box of rice .,SPI
I 'm pretending .,SPI
Bet you did n't know the digger fitted on there .,SPI
After the little dog laughed ?,SPI
The little dog ran home .,SPI
I 'm not squeaking .,SPI
I know you 're not .,SPI
I said has it always squeaked like that ?,SPI
The other grey thing 's something to do with a space shuttle is n't it ?,SPI
That came with the space shuttle toy I think .,SPI
I know what that 's from .,SPI
Where does the rider sit ?,SPI
It move with the other bike .,SPI
So do the riders sit on the bikes Thomas ?,SPI
There 's the other bike .,SPI
There 's the rider .,SPI
Here comes the squeaks .,SPI
I was just thinking that I could do without that now .,SPI
The spiller truck has look .,SPI
It 's going broke because the battery 's worn out look .,SPI
It 's go slow .,SPI
I think it should be called a squeak van .,SPI
Red light 's come on on that camera .,SPI
Well it went red when I looked at it .,SPI
There 's some well they 're not crisps .,SPI
I 'm starving for it .,SPI
I feel hungry .,SPI
It 's just we 've had quite a busy morning have n't we ?,SPI
I 'm drinking .,SPI
Where do you tickle ?,SPI
That feel better ?,SPI
Oh my neck tickles now .,SPI
You look like the queen .,SPI
Nice to share is n't it ?,SPI
I do n't do n't does that not taste nice ?,SPI
The hula went ranned away .,SPI
I thought it would .,SPI
It is drive .,SPI
Well you do n't haf ta say silly Mummy .,SPI
And then I saw this red car being lifted on the back of a trailer .,SPI
That does n't matter does it ?,SPI
Purdie 's gone out Thomas .,SPI
Well the sun 's shining now .,SPI
Well we can pretend we 're outside .,SPI
It looked like Sylvia 's car .,SPI
She lives over there does n't she ?,SPI
Nothing happens to it .,SPI
You haf ta keep talking to me Thomas otherwise I ca n't .,SPI
I ca n't think of anybody else with a red car can you ?,SPI
But special ones do .,SPI
That 's blowing .,SPI
Anyway they do n't live over there do they ?,SPI
They live behind us .,SPI
Just gently but blowing is n't it ?,SPI
And your swing seat 's blowing .,SPI
He 's he 's a bit frightened of Snow white .,SPI
Because she turns into um um a witch .,SPI
You see from the little microphone there there 's a button ?,SPI
It says on mute .,SPI
Yeah that 's something you 're not use ta be .,SPI
Okay do you want .,SPI
He got a bit frightened .,SPI
So we did n't actually get to the end of the film I 'm afraid .,SPI
Tell me if you can hear now .,SPI
They stop Mummy sneezing and itching do n't they ?,SPI
And then will it come on out loud .,SPI
But it 's not recording .,SPI
It 's just something you should n't really do but no harm 's done by it .,SPI
So look where the video 's gone .,SPI
I wonder if they 've been put in the wrong place .,SPI
Well some grown ups when they get upstairs in the bathroom .,SPI
Ping pongs fell over .,SPI
And there 's music on at the end .,SPI
Because because he know they did .,SPI
And then pe and the ladies say ah look at his boobie .,SPI
The the timer 's nearly run out .,SPI
Look I 'll show ya .,SPI
You 're not going to a party with that .,SPI
I was I was gon na say .,SPI
I wanted um .,SPI
I wan na I wan na sit in the conservatory .,SPI
That bite really itches .,SPI
These look like they 've dropped .,SPI
Mum I wan na go to the trace train station right now .,SPI
But it she ca n't see down there .,SPI
And water swept up .,SPI
Sometimes you do .,SPI
The little ones fall off because the big ones need ta grow .,SPI
The little ones fall off so the big ones can grow .,SPI
It looks dead .,SPI
And I feel sea sick .,SPI
You do n't know because you 're not an apple .,SPI
I just had .,SPI
It goes bonk .,SPI
You guess .,SPI
Because I 'm not telling you .,SPI
And then she might come in and then she might wan na come in and then might come in here and the come out again .,SPI
And we 've got .,SPI
You write on the paper .,SPI
Where are you going ?,SPI
I do n't know .,SPI
It drop .,SPI
I ca n't see .,SPI
You do ?,SPI
I do n't care .,SPI
I see .,SPI
You did .,SPI
Where 're you going ?,SPI
I go .,SPI
I do n't think so .,SPI
No I do n't think so .,SPI
Here you go .,SPI
You mean .,SPI
I wan na .,SPI
He did ?,SPI
Where you going ?,SPI
I do ?,SPI
It broken .,SPI
You 're swimming ?,SPI
We 'll see .,SPI
I suppose so .,SPI
Oh you do n't wan na talk to Grandma .,SPI
I just thought she might like to hear from you .,SPI
Mommy read ?,SPI
Mommy ca n't read .,SPI
You want down ?,SPI
There you go .,SPI
Yes there 's soldiers on the radio .,SPI
There 's two soldiers .,SPI
You write with it .,SPI
The man 's writing with this pencil .,SPI
Oh you 're going to read .,SPI
You sit in the corner and read .,SPI
No Mommy 's not gon na read .,SPI
No Mommy ca n't read .,SPI
Eve read .,SPI
Yes you read about the choo choo .,SPI
Mommy 'll read later .,SPI
I 'll read to you later .,SPI
You going to sit on that stool ?,SPI
No the man 'll sit in the chair .,SPI
Neil sit .,SPI
No Neil 's not going to sit .,SPI
No Eve 's sitting on the stool .,SPI
No Neil does n't sit on the stool .,SPI
You go write on your paper .,SPI
Yes why do n't you go and lay down on the floor ?,SPI
You ca n't lay on the stool .,SPI
You ca n't lay down on the stool .,SPI
Yes Eve can write too .,SPI
You go write on the paper .,SPI
I 'm going upstairs .,SPI
You read .,SPI
Car coming .,SPI
Car come .,SPI
Doll eat .,SPI
Yes it belongs to the man .,SPI
You look in the kitchen .,SPI
Yes the coffee 's coming .,SPI
I fall .,SPI
You fall ?,SPI
I 'm going to go to the basement .,SPI
You stay here and talk to Mr Fraser and Mr Cromer .,SPI
Mommy 's not gon na sit down now .,SPI
That 's a pencil I know .,SPI
Why do n't you stay here ?,SPI
She 's playing hard .,SPI
It goes in the coffee .,SPI
There 's Dumpty .,SPI
He fell off the well .,SPI
There 's Jack and there 's Jill .,SPI
Fish are swimming .,SPI
They 're swimming .,SPI
You gon na play !,SPI
Laiby sing .,SPI
Finger stuck .,SPI
You gon na dance too ?,SPI
You do n't dance sitting down .,SPI
You haf ta stand up to dance .,SPI
I dance .,SPI
Why do n't you come in and sit in your chair huh ?,SPI
I know it 's Eve 's horsie .,SPI
Yes she 's crying .,SPI
No we ca n't go outside now .,SPI
We 'll play outside later .,SPI
Later we 'll go outside .,SPI
We 'll go outside later .,SPI
No later I think Kathy 's about to go in the house .,SPI
You wipe off .,SPI
Mommy fix .,SPI
Kathy cry .,SPI
Yes Kathy was crying .,SPI
Kathy fix .,SPI
There 's Sandy .,SPI
We 'll play with Sandy later .,SPI
Baby Sarah sleeping .,SPI
Baby Sarah 's waking up .,SPI
There 's Mommy 's letter .,SPI
I 'm going to go in the basement Eve .,SPI
Yes we 'll swing this afternoon .,SPI
Because you like to swing .,SPI
You like to swing .,SPI
He 's writing uhhuh .,SPI
Yes it 's gone .,SPI
She 's not sleeping .,SPI
She 's telling me that she 's hungry .,SPI
It 's not cooked .,SPI
Yes I think baby Sarah 's diaper .,SPI
Eve laying down .,SPI
You go to sleep .,SPI
That 's not for babies to play in .,SPI
I thought you were going to sleep .,SPI
Thought you were gon na go to sleep .,SPI
Eve 's laying down .,SPI
You penny .,SPI
He 's going to get too hot .,SPI
He 's getting too warm .,SPI
He 's getting much too warm .,SPI
Fraser play .,SPI
Eve go see .,SPI
You and Papa sit there and hold on to baby Sarah .,SPI
You 're sitting on my stool .,SPI
There 's a piece of cheese until the sandwich gets cool .,SPI
Papa went upstairs .,SPI
Then she 'll wake up .,SPI
Who come .,SPI
Here he comes .,SPI
Baby Sarah wake up .,SPI
Yes she is waking up .,SPI
I 'll come right back ?,SPI
Well I 'm not going away .,SPI
You must n't touch .,SPI
Another one write here .,SPI
Yeah I swimming .,SPI
It 'll still write .,SPI
No we 're not gon na write on the couch .,SPI
You write only on the paper .,SPI
You pencil .,SPI
But you 're laying on the couch .,SPI
You 're swimming on the couch ?,SPI
Fraser help .,SPI
Here you can write on it .,SPI
You 're riding ?,SPI
You went to a party yesterday ?,SPI
She did sneeze did n't she ?,SPI
You gon na sit down ?,SPI
Fraser sit down .,SPI
Yes Fraser 's sitting down .,SPI
No on the paper you write .,SPI
He 's going to the basement .,SPI
You hold on to this one .,SPI
You 're noisy when you drink .,SPI
That go see .,SPI
I writing m b c .,SPI
You writing m b c .,SPI
I sit .,SPI
I put in .,SPI
Eve put in .,SPI
My pencil it a broken pencil .,SPI
My pencil go in there .,SPI
That belongs to the fireplace and you 're not to play with it .,SPI
I think that 's your crayon is n't it ?,SPI
Where Pap go ?,SPI
Where Papa go ?,SPI
Where did Papa go ?,SPI
He went upstairs but he 's back now .,SPI
He came back .,SPI
Papa came back .,SPI
I take run out .,SPI
Papa came back I think .,SPI
I ca n't write with it .,SPI
I ca n't write with orange one .,SPI
You 're sitting on Momma 's stool .,SPI
I ca n't cut .,SPI
I go over my scissors .,SPI
Fraser does n't wan na read .,SPI
Fraser must write with his pencil .,SPI
Fraser has ta write with his pencil .,SPI
That 's a piece of paper that someone 's been drawing on .,SPI
It clean .,SPI
You draw .,SPI
I write on there Fraser .,SPI
While you write .,SPI
That goes by the c .,SPI
You know it 's not that side .,SPI
D go on that side .,SPI
That does n't go there .,SPI
And that spells .,SPI
What name that soup ?,SPI
I stare at you .,SPI
Soon it gets hot .,SPI
Everybody 's eating but Fraser .,SPI
She 's eating .,SPI
I getting sick .,SPI
You 're getting sick ?,SPI
Why are you getting sick ?,SPI
Because I have go bed .,SPI
Because you haf ta go to bed ?,SPI
You 're not getting sick .,SPI
You do n't care about what ?,SPI
I care .,SPI
I all done .,SPI
Are you standing on the board .,SPI
You get off that .,SPI
The letters go on that board not Eve .,SPI
Well I 'm going along .,SPI
You come on Wednesday .,SPI
Yes Fraser will come back this afternoon .,SPI
Where Fraser go ?,SPI
I writing on man eye .,SPI
That he mustache .,SPI
Where you coat ?,SPI
It break .,SPI
Oh it break .,SPI
Man read .,SPI
That you cough .,SPI
That you print .,SPI
That you mat .,SPI
I pee .,SPI
I pee peed .,SPI
Mommy get .,SPI
I writing on man mustache .,SPI
Oh it fall .,SPI
I smoothing .,SPI
Do n't you hand get dirty .,SPI
You hand get dirty .,SPI
It belong on the crayon .,SPI
It belongs on .,SPI
Mommy you read .,SPI
You sit here .,SPI
Yeah I know .,SPI
Becky 's downstairs I guess .,SPI
I know it 's not straight .,SPI
She 's sleeping up in her bed .,SPI
That 's what we made .,SPI
We made .,SPI
Yes but you ca n't go .,SPI
Two I have .,SPI
I been working on the railroad .,SPI
I do n't know what you 're talking about .,SPI
And you had ta cry ?,SPI
Well you better cry then .,SPI
Now where 's a pencil I can use ?,SPI
I will write right here .,SPI
Well you try .,SPI
I see you are .,SPI
I put right here .,SPI
And then what happens ?,SPI
That 's what it does ?,SPI
When Fraser comes .,SPI
Well Fraser probably wo n't come on Wednesday .,SPI
Maybe both of them will come .,SPI
Yes I thought you probably would .,SPI
They will walk !,SPI
I 'll tell you what 's going to happen .,SPI
Papa 's going to go to the basement with the movers .,SPI
You stay here and talk to Fraser and I 'm going to go in here and talk to the insurance man .,SPI
Everybody 's talking to somebody .,SPI
You can sit down by me .,SPI
We go to bed and wake up in the morning and go to Cathy Beach new house .,SPI
When I wake up from my nap I will go right on the street in a car .,SPI
Then I go back home .,SPI
And we will go drive to New Brunswick and .,SPI
It 's all very confusing I must say .,SPI
Yes you can ride on a great big horse .,SPI
I ca n't see Sarah .,SPI
I 'm working on the railroad .,SPI
Dinah wo n't blow .,SPI
Fraser tell .,SPI
And what 're you ?,SPI
Not Fraser you did .,SPI
Monkey said on Becky tv .,SPI
Because he was wan na .,SPI
Oh he wanted to .,SPI
When Fraser goes away ?,SPI
I am playing down the basement .,SPI
You 're getting wet because it 's raining .,SPI
You better play in the basement .,SPI
When I big I man .,SPI
When you 're a boy and you grow up then you 're a man .,SPI
But when you 're a little girl and you grow up then you 're a lady .,SPI
You did .,SPI
Oh what happened ?,SPI
I wan na go .,SPI
There we go .,SPI
I do n't know .,SPI
Oh I see .,SPI
I du n no .,SPI
Here you go .,SPI
He fell .,SPI
Yeah you did .,SPI
There you go !,SPI
I do n't wan na .,SPI
Yes I do .,SPI
You do ?,SPI
No I do n't wan na !,SPI
They do ?,SPI
I 'm gon na .,SPI
Where did you go ?,SPI
There 's this one .,SPI
I did .,SPI
You know ?,SPI
You do n't know ?,SPI
We haf ta .,SPI
When does the smoke alarm go off ?,SPI
You tell .,SPI
I just wan na play with it .,SPI
Me tell ?,SPI
I see .,SPI
That 's for clipping onto mommy .,SPI
I haf ta .,SPI
Uhhuh we see .,SPI
I thought that 's when the smoke alarm went off when mommy was cooking .,SPI
