sentence,category
Put it away .,IMP
Forgot my Easter basket .,IMP
Rinse it out .,IMP
Want drink .,IMP
Drink water .,IMP
Write m b c .,IMP
Whoops let me write m b c .,IMP
Got mouthful .,IMP
Eating .,IMP
Chew it up and tell me again .,IMP
Write with it .,IMP
Sit on my stool .,IMP
Sit on my stool and do it .,IMP
Read Pancake for you .,IMP
Draw on the other side .,IMP
Go on the subway train .,IMP
Draw abcs .,IMP
Write a man .,IMP
Spell that d .,IMP
Get an o .,IMP
Put these away .,IMP
Hanging yes .,IMP
Making a sandwich for Papa .,IMP
Need more tapioca .,IMP
Let me see the bouillon .,IMP
See the bouillon .,IMP
Call green bean .,IMP
Putting my sticky finger on my cheek .,IMP
Run and give Papa a kiss .,IMP
Leave them on the table .,IMP
Put them back on the table .,IMP
Draw a lady and man .,IMP
Writing on you man .,IMP
Go in sandbox .,IMP
Write it .,IMP
Turn the page .,IMP
Go give him .,IMP
Write there .,IMP
Coughing .,IMP
Well cmon let 's go .,IMP
Let me shut the door .,IMP
Putting yesterday put the pudding .,IMP
Wipe my nose .,IMP
Get my crayons .,IMP
Let me do it on the table .,IMP
Have sit there .,IMP
Show me book .,IMP
Show .,IMP
Go take crayon off the crayon .,IMP
Draw abc .,IMP
Kick the ball .,IMP
Oh swim .,IMP
Shut door .,IMP
Oh stand the top .,IMP
Stand the top .,IMP
Ride horsie .,IMP
Want some lunch .,IMP
Want watch .,IMP
Write another lady .,IMP
Want Mommy out .,IMP
Watch a head .,IMP
Want lunch .,IMP
Want bibbie .,IMP
Want my spoon .,IMP
Eating my lunch .,IMP
Put it in you coffee .,IMP
Put my pencil in there .,IMP
Put you pencil in there .,IMP
Put you pencil there .,IMP
Put mine in .,IMP
Make another big lady .,IMP
Make one .,IMP
Well tear it off from the other end .,IMP
Eve come here .,IMP
Make another eye .,IMP
Went in the basement .,IMP
Putting it head in a hole .,IMP
Wait let me pour some in another one .,IMP
Please eat your noodle soup with your spoon instead of your fingers .,IMP
Please eat them with your spoon .,IMP
See ya .,IMP
Let 's see .,IMP
Thank you .,IMP
Let 's go .,IMP
Put it in there .,IMP
Open the door .,IMP
Come here .,IMP
Look at that .,IMP
Oh thank you .,IMP
Come on .,IMP
Let me see .,IMP
Excuse me .,IMP
Stick them on your mouth .,IMP
Put it on here .,IMP
Bless you .,IMP
Going to somebody 's house .,IMP
Go on there .,IMP
Slide down here you .,IMP
Do this .,IMP
Open the paint and paint .,IMP
Let me get the let me get the ah water out for your water colors then .,IMP
Let me get some fresh water here .,IMP
Okay let me get some of these .,IMP
Tell me .,IMP
Okay let 's put the let 's put the pizza in .,IMP
Alright let 's see .,IMP
Let 's give some to me !,IMP
Put it back in .,IMP
Get that other thing out .,IMP
Okay let 's see .,IMP
Put a little green circle .,IMP
Let 's go eat more pizza and beans .,IMP
Make one for me .,IMP
Okay let me get some ginger .,IMP
Want another one with red paint .,IMP
Put it on there again .,IMP
Let 's paint Emma 's microphone .,IMP
Let 's do the microphone for Emma .,IMP
Okay thank you .,IMP
Put some glue in now .,IMP
Let 's glue the whole thing together .,IMP
Let 's make something out of it .,IMP
Close it up .,IMP
Hold on .,IMP
Climb up the library .,IMP
Let me bring it .,IMP
Go in the car with us !,IMP
Knock them over with a ball .,IMP
Kick my .,IMP
Let 's go down to your house .,IMP
Go all the way in into the house and .,IMP
Going by .,IMP
Look inside .,IMP
Get some wool from me .,IMP
Come on in .,IMP
Oh wake me up .,IMP
Help help it t talk .,IMP
Yeah well see ?,IMP
Oh look at that .,IMP
Stop it .,IMP
Say go !,IMP
Get mark .,IMP
Get set .,IMP
Put put it it right here .,IMP
Help him talk .,IMP
Look in here .,IMP
Hm looks like a dog peed in here .,IMP
Let me show you .,IMP
Find all the red ones .,IMP
Forget it !,IMP
Bought me a Indian outfit .,IMP
Well tell Jessica .,IMP
Let 's see what 's .,IMP
Hm looks like a piece of clothing to me .,IMP
Go look there .,IMP
Mommy come here !,IMP
Let 's play it .,IMP
Draw the sun .,IMP
Let 's open this .,IMP
Follow me .,IMP
Let 's all say a funny word .,IMP
Give me Bert .,IMP
Okay let 's go up up .,IMP
Let 's build a sandcastle .,IMP
Look on here .,IMP
Have this .,IMP
Have that .,IMP
Let 's tape it on .,IMP
Take that down .,IMP
Let 's .,IMP
Have a long .,IMP
Let 's play with these .,IMP
Put him in red .,IMP
Have them talk Daddy .,IMP
Color him red !,IMP
Well play with him !,IMP
Let 's have a picnic !,IMP
Let me just get these little things back in here .,IMP
Let 's get Mufasa to get us some antelope .,IMP
Let 's go see Mufasa !,IMP
Look Emma !,IMP
Come out of here !,IMP
Let 's go to Scar get out of there !,IMP
Let 's go home and get dressed .,IMP
Let 's play the game .,IMP
Look at me .,IMP
Watch out for Avril .,IMP
Shake yourself .,IMP
Come here Max !,IMP
Let 's go chase the hynenas .,IMP
Let me in let me in .,IMP
Get some .,IMP
Jump off !,IMP
Get an I .,IMP
Looks like a H .,IMP
Press this button right here .,IMP
Brought brought bringed .,IMP
Watch out guys !,IMP
Gon na find a yellow .,IMP
Come on there is enough room .,IMP
No give me that !,IMP
Look at the pictures .,IMP
Come in the elevator cow .,IMP
Come over here read the clock in the dinning room .,IMP
Stop daddy .,IMP
Give me some water right now !,IMP
Let 's do a little same things but a little different things .,IMP
July remember ?,IMP
Go to the store .,IMP
Yeah remember your party ?,IMP
Ride to the front .,IMP
Let me out of the way !,IMP
Oh give me that !,IMP
Give me that horsie .,IMP
Talking to someone on the phone !,IMP
Get away !,IMP
Come in here !,IMP
Hide behind the horsie too !,IMP
Put the matching ones together .,IMP
Hide them .,IMP
Get this .,IMP
Went to a Halloween party .,IMP
Goes with .,IMP
Waking up .,IMP
Put it back .,IMP
Hold on tight to my leash then .,IMP
Hang on a second .,IMP
Flying away .,IMP
Yeah get a new battery .,IMP
Does this .,IMP
Look look .,IMP
Thank you .,IMP
Bless you .,IMP
Help me .,IMP
Wan na read it .,IMP
Turn around .,IMP
Come on .,IMP
Wait a minute .,IMP
Come here .,IMP
Let 's see .,IMP
Oh thank you .,IMP
Put it over here .,IMP
Get it .,IMP
Look it .,IMP
Excuse me .,IMP
Okay thank you .,IMP
Pull it .,IMP
Let 's go .,IMP
Cock a doodle doo !,IMP
Put them on .,IMP
Bring it over here .,IMP
Lem me see .,IMP
Find it .,IMP
Put it right here .,IMP
Look at this .,IMP
Sit down .,IMP
Squish it .,IMP
Try again .,IMP
Tell me .,IMP
Go this way .,IMP
Pull pull .,IMP
Oh wait a minute .,IMP
Turn it around .,IMP
Look at .,IMP
Look look look .,IMP
Caught it .,IMP
Open it .,IMP
Say ah .,IMP
Say hello .,IMP
Got it .,IMP
Look at that !,IMP
Look at the green .,IMP
Forget it !,IMP
Put that in there .,IMP
Thank you very much .,IMP
Thank you Mommy .,IMP
Let 's .,IMP
Try this .,IMP
Watch this .,IMP
Have it .,IMP
Go in .,IMP
Okay let 's see .,IMP
Thank you honey .,IMP
No thank you .,IMP
Um let 's see .,IMP
Go there .,IMP
Eat it .,IMP
Fix it .,IMP
Take off .,IMP
Take it off .,IMP
Put it back .,IMP
Okay see you later !,IMP
Oh look !,IMP
Pick up .,IMP
Give me a kiss .,IMP
Let go .,IMP
Turn page .,IMP
Put it right there .,IMP
Look ready .,IMP
Do it !,IMP
Read it .,IMP
Erase it .,IMP
Put it .,IMP
Get back .,IMP
Let 's turn the page .,IMP
Go away .,IMP
Wiggle wiggle wiggle wiggle wiggle !,IMP
Looks good .,IMP
Lem me see it .,IMP
